State,LGA,LGA_Name,Medication_Type,FY24,FY23,FY22,FY21, ERP , FY24 All , FY23 All , FY22 All , FY21 All , FY24 change ,FY23 Change,FY22 Change, SA2_Code ,SA2_Name,SA3_Code,SA3_Name,SA4_name,GCCSA_NAME_2021
NSW,18710,Yass Valley,Genito urinary system and sex hormones,0.36,0.35,0.36,0.36,"17,379","6,256","6,083","6,256","6,256",174,174,0,10106154101,Yass,10106,Young - Yass,Capital Region,Rest of NSW
QLD,33610,Goondiwindi,Blood and blood forming organs,0.6,0.6,0.58,0.58,"10,410","6,246","6,246","6,038","6,038",0,208,0,30701117301,Goondiwindi,30701,Darling Downs (West) - Maranoa,Darling Downs - Maranoa,Rest of Qld
NSW,11400,Cabonne,Sensory organs,0.45,0.44,0.42,0.44,"13,844","6,230","6,091","5,814","6,091",138,277,277,10302106401,Cowra Surrounds,10302,Lachlan Valley,Central West,Rest of NSW
TAS,65810,West Tamar,Dermatologicals,0.24,0.24,0.24,0.24,"25,932","6,224","6,224","6,224","6,224",0,0,0,60201103902,Legana,60201,Launceston,Launceston and North East,Rest of Tas.
SA,43710,Lower Eyre Peninsula,Alimentary tract and metabolism,1.02,1.01,0.98,1.03,"6,099","6,221","6,160","5,977","6,282",61,183,305,40601113001,Eyre Peninsula,40601,Eyre Peninsula and South West,South Australia - Outback,Rest of SA
SA,48830,Yorke Peninsula,Sensory organs,0.52,0.53,0.54,0.58,"11,921","6,199","6,318","6,437","6,914",119,119,477,40504112701,Yorke Peninsula - North,40504,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
VIC,20110,Alpine,Respiratory system,0.47,0.46,0.47,0.51,"13,187","6,198","6,066","6,198","6,725",132,132,527,20403106901,Bright - Mount Beauty,20403,Wodonga - Alpine,Hume,Rest of Vic.
SA,47630,Tatiara,Antiinfectives for systemic use,0.88,0.86,0.67,0.73,"7,038","6,193","6,053","4,715","5,138",141,"1,337",422,40702115701,Tatiara,40702,Limestone Coast,South Australia - South East,Rest of SA
NSW,11700,Central Darling,Nervous system,3.54,3.61,3.46,3.52,"1,749","6,191","6,314","6,052","6,156",122,262,105,10502109801,Far West,10502,Broken Hill and Far West,Far West and Orana,Rest of NSW
WA,58510,Victoria Park,Dermatologicals,0.16,0.16,0.16,0.16,"38,687","6,190","6,190","6,190","6,190",0,0,0,50602111901,East Victoria Park - Carlisle,50602,Belmont - Victoria Park,Perth - South East,Greater Perth
SA,48050,Victor Harbor,Antineoplastic and immunomodulating agents,0.37,0.37,0.36,0.32,"16,726","6,189","6,189","6,021","5,352",0,167,669,40701114802,Victor Harbor,40701,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
TAS,61510,Derwent Valley,Musculo-skeletal system,0.55,0.54,0.55,0.61,"11,236","6,180","6,067","6,180","6,854",112,112,674,60103101303,Austins Ferry - Granton,60103,Hobart - North West,Hobart,Greater Hobart
TAS,65410,Waratah-Wynyard,"Systemic hormonal preparations, excl. sex hormones and insulins",0.42,0.41,0.4,0.36,"14,689","6,169","6,022","5,876","5,288",147,147,588,60401108101,Somerset,60401,Burnie - Ulverstone,West and North West,Rest of Tas.
NSW,11600,Carrathool,Alimentary tract and metabolism,2.18,2.23,2.15,2.21,"2,829","6,167","6,309","6,082","6,252",141,226,170,10902117710,Hay,10902,Lower Murray,Murray,Rest of NSW
NSW,13660,Gwydir,Respiratory system,1.25,1.11,1.05,1.04,"4,924","6,155","5,466","5,170","5,121",689,295,49,11002119209,Inverell Surrounds - East,11002,Inverell - Tenterfield,New England and North West,Rest of NSW
SA,45090,Naracoorte Lucindale,Respiratory system,0.69,0.75,0.7,0.68,"8,917","6,153","6,688","6,242","6,064",535,446,178,40702115401,Naracoorte,40702,Limestone Coast,South Australia - South East,Rest of SA
WA,58570,Vincent,Dermatologicals,0.16,0.15,0.16,0.16,"38,442","6,151","5,766","6,151","6,151",384,384,0,50302103801,Mount Hawthorn - Leederville,50302,Perth City,Perth - Inner,Greater Perth
WA,58570,Vincent,"Systemic hormonal preparations, excl. sex hormones and insulins",0.16,0.17,0.13,0.12,"38,442","6,151","6,535","4,997","4,613",384,"1,538",384,50302103801,Mount Hawthorn - Leederville,50302,Perth City,Perth - Inner,Greater Perth
SA,48130,Wakefield,Antiinfectives for systemic use,0.88,0.9,0.73,0.75,"6,971","6,134","6,274","5,089","5,228",139,"1,185",139,40502111901,Wakefield - Barunga West,40502,Lower North,Barossa - Yorke - Mid North,Rest of SA
TAS,65010,Southern Midlands,Antiinfectives for systemic use,0.89,0.87,0.81,0.85,"6,888","6,130","5,993","5,579","5,855",138,413,276,60301106701,Southern Midlands,60301,Central Highlands (Tas.),South East,Rest of Tas.
VIC,22910,Hepburn,Sensory organs,0.37,0.38,0.37,0.35,"16,567","6,130","6,295","6,130","5,798",166,166,331,20102101001,Creswick - Clunes,20102,Creswick - Daylesford - Ballan,Ballarat,Rest of Vic.
TAS,61810,Dorset,Antiinfectives for systemic use,0.87,0.79,0.73,0.73,"7,022","6,109","5,547","5,126","5,126",562,421,0,60203105807,Dilston - Lilydale,60203,North East,Launceston and North East,Rest of Tas.
TAS,61210,Circular Head,Respiratory system,0.73,0.79,0.75,0.7,"8,367","6,108","6,610","6,275","5,857",502,335,418,60403109401,North West,60403,West Coast,West and North West,Rest of Tas.
NSW,12350,Cowra,Sensory organs,0.48,0.45,0.46,0.46,"12,705","6,098","5,717","5,844","5,844",381,127,0,10302106301,Cowra,10302,Lachlan Valley,Central West,Rest of NSW
VIC,21670,Central Goldfields,"Systemic hormonal preparations, excl. sex hormones and insulins",0.45,0.46,0.44,0.42,"13,516","6,082","6,217","5,947","5,677",135,270,270,20103101601,Maryborough (Vic.),20103,Maryborough - Pyrenees,Ballarat,Rest of Vic.
WA,51400,Capel,"Systemic hormonal preparations, excl. sex hormones and insulins",0.32,0.32,0.31,0.26,"19,002","6,081","6,081","5,891","4,941",0,190,950,50102100701,Capel,50102,Bunbury,Bunbury,Rest of WA
SA,48830,Yorke Peninsula,Genito urinary system and sex hormones,0.51,0.49,0.48,0.47,"11,921","6,080","5,841","5,722","5,603",238,119,119,40504112701,Yorke Peninsula - North,40504,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
VIC,22490,Golden Plains,Antineoplastic and immunomodulating agents,0.24,0.24,0.24,0.2,"25,312","6,075","6,075","6,075","5,062",0,0,"1,012",20101100701,Smythes Creek,20101,Ballarat,Ballarat,Rest of Vic.
VIC,22490,Golden Plains,Dermatologicals,0.24,0.21,0.18,0.18,"25,312","6,075","5,316","4,556","4,556",759,759,0,20101100701,Smythes Creek,20101,Ballarat,Ballarat,Rest of Vic.
VIC,22490,Golden Plains,Sensory organs,0.24,0.24,0.24,0.24,"25,312","6,075","6,075","6,075","6,075",0,0,0,20101100701,Smythes Creek,20101,Ballarat,Ballarat,Rest of Vic.
TAS,63810,Latrobe (Tas.),Genito urinary system and sex hormones,0.47,0.45,0.46,0.42,"12,922","6,073","5,815","5,944","5,427",258,129,517,60402108701,Latrobe,60402,Devonport,West and North West,Rest of Tas.
QLD,31900,Burdekin,Genito urinary system and sex hormones,0.36,0.33,0.33,0.34,"16,869","6,073","5,567","5,567","5,735",506,0,169,31801146001,Ayr,31801,Charters Towers - Ayr - Ingham,Townsville,Rest of Qld
NSW,15850,Narromine,Antiinfectives for systemic use,0.94,0.93,0.77,0.82,"6,430","6,044","5,980","4,951","5,273",64,"1,029",321,10503110501,Narromine,10503,Dubbo,Far West and Orana,Rest of NSW
NSW,17000,Singleton,Antineoplastic and immunomodulating agents,0.24,0.24,0.24,0.24,"25,093","6,022","6,022","6,022","6,022",0,0,0,10601110704,Branxton - Greta - Pokolbin,10601,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW
QLD,36950,Torres,Cardiovascular system,1.71,1.56,1.65,1.7,"3,518","6,016","5,488","5,805","5,981",528,317,176,31501140101,Torres,31501,Far North,Queensland - Outback,Rest of Qld
NSW,17100,Strathfield,Genito urinary system and sex hormones,0.13,0.13,0.12,0.12,"46,230","6,010","6,010","5,548","5,548",0,462,0,11902136212,Belmore - Belfield,11902,Canterbury,Sydney - Inner South West,Greater Sydney
NSW,17100,Strathfield,"Systemic hormonal preparations, excl. sex hormones and insulins",0.13,0.12,0.13,0.12,"46,230","6,010","5,548","6,010","5,548",462,462,462,11902136212,Belmore - Belfield,11902,Canterbury,Sydney - Inner South West,Greater Sydney
SA,42030,Gawler,Dermatologicals,0.23,0.22,0.2,0.21,"26,121","6,008","5,747","5,224","5,485",261,522,261,40201102506,Gawler - North,40201,Gawler - Two Wells,Adelaide - North,Greater Adelaide
WA,52660,Dardanup,Genito urinary system and sex hormones,0.39,0.39,0.37,0.36,"15,370","5,994","5,994","5,687","5,533",0,307,154,50102100507,Australind - Leschenault,50102,Bunbury,Bunbury,Rest of WA
QLD,37400,Winton,Cardiovascular system,5.28,5.13,5.26,5.48,"1,134","5,988","5,817","5,965","6,214",170,147,249,31503141001,Far Central West,31503,Outback - South,Queensland - Outback,Rest of Qld
NSW,14100,Hunters Hill,Musculo-skeletal system,0.43,0.42,0.43,0.39,"13,924","5,987","5,848","5,987","5,430",139,139,557,12602149808,Gladesville - Huntleys Point,12602,Ryde - Hunters Hill,Sydney - Ryde,Greater Sydney
WA,51750,Claremont,Musculo-skeletal system,0.51,0.5,0.49,0.49,"11,718","5,976","5,859","5,742","5,742",117,117,0,50301103102,Claremont (WA),50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
WA,50350,Bassendean,Genito urinary system and sex hormones,0.36,0.36,0.36,0.36,"16,600","5,976","5,976","5,976","5,976",0,0,0,50401104401,Bassendean - Eden Hill - Ashfield,50401,Bayswater - Bassendean,Perth - North East,Greater Perth
VIC,22910,Hepburn,Antineoplastic and immunomodulating agents,0.36,0.3,0.29,0.26,"16,567","5,964","4,970","4,804","4,307",994,166,497,20102101001,Creswick - Clunes,20102,Creswick - Daylesford - Ballan,Ballarat,Rest of Vic.
NSW,15650,Muswellbrook,Genito urinary system and sex hormones,0.36,0.35,0.33,0.34,"16,540","5,954","5,789","5,458","5,624",165,331,165,10604112601,Muswellbrook,10604,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW
VIC,21670,Central Goldfields,Sensory organs,0.44,0.46,0.46,0.45,"13,516","5,947","6,217","6,217","6,082",270,0,135,20103101601,Maryborough (Vic.),20103,Maryborough - Pyrenees,Ballarat,Rest of Vic.
VIC,25490,Moyne,"Systemic hormonal preparations, excl. sex hormones and insulins",0.34,0.33,0.29,0.26,"17,470","5,940","5,765","5,066","4,542",175,699,524,21701142312,Southern Grampians,21701,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
TAS,64610,Northern Midlands,"Systemic hormonal preparations, excl. sex hormones and insulins",0.42,0.42,0.36,0.37,"14,138","5,938","5,938","5,090","5,231",0,848,141,60203106001,Longford,60203,North East,Launceston and North East,Rest of Tas.
TAS,60610,Burnie,Antineoplastic and immunomodulating agents,0.29,0.28,0.27,0.24,"20,472","5,937","5,732","5,527","4,913",205,205,614,60401107501,Acton - Upper Burnie,60401,Burnie - Ulverstone,West and North West,Rest of Tas.
VIC,20110,Alpine,Musculo-skeletal system,0.45,0.43,0.43,0.43,"13,187","5,934","5,670","5,670","5,670",264,0,0,20403106901,Bright - Mount Beauty,20403,Wodonga - Alpine,Hume,Rest of Vic.
QLD,33610,Goondiwindi,Musculo-skeletal system,0.57,0.58,0.59,0.59,"10,410","5,934","6,038","6,142","6,142",104,104,0,30701117301,Goondiwindi,30701,Darling Downs (West) - Maranoa,Darling Downs - Maranoa,Rest of Qld
TAS,64810,Sorell,Antineoplastic and immunomodulating agents,0.34,0.32,0.3,0.31,"17,430","5,926","5,578","5,229","5,403",349,349,174,60106103401,Dodges Ferry - Lewisham,60106,Sorell - Dodges Ferry,Hobart,Greater Hobart
SA,41140,Clare and Gilbert Va,Musculo-skeletal system,0.63,0.63,0.67,0.67,"9,383","5,911","5,911","6,287","6,287",0,375,0,40502111601,Clare,40502,Lower North,Barossa - Yorke - Mid North,Rest of SA
NSW,17900,Walgett,Antiinfectives for systemic use,1.07,1.15,0.99,1.02,"5,516","5,902","6,343","5,461","5,626",441,883,165,10501109601,Walgett - Lightning Ridge,10501,Bourke - Cobar - Coonamble,Far West and Orana,Rest of NSW
VIC,24250,Mansfield,Antiinfectives for systemic use,0.57,0.57,0.48,0.45,"10,335","5,891","5,891","4,961","4,651",0,930,310,20401105405,Alexandra,20401,Upper Goulburn Valley,Hume,Rest of Vic.
NSW,17350,Temora,Antiinfectives for systemic use,0.98,1.09,0.89,0.9,"5,996","5,876","6,536","5,336","5,396",660,"1,199",60,11303126601,Temora,11303,Wagga Wagga,Riverina,Rest of NSW
WA,59360,Yilgarn,Cardiovascular system,4.91,4.72,4.44,4.29,"1,196","5,872","5,645","5,310","5,131",227,335,179,50902124201,Mukinbudin,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
SA,48750,Yankalilla,Antiinfectives for systemic use,0.98,1,0.87,0.9,"5,992","5,872","5,992","5,213","5,393",120,779,180,40701114902,Yankalilla,40701,Fleurieu - Kangaroo Island,South Australia - South East,Rest of SA
SA,46970,Roxby Downs,Nervous system,1.43,1.36,1.37,1.45,"4,102","5,866","5,579","5,620","5,948",287,41,328,40602114301,Roxby Downs,40602,Outback - North and East,South Australia - Outback,Rest of SA
QLD,35790,Palm Island,Nervous system,2.67,2.52,2.4,2.54,"2,194","5,858","5,529","5,266","5,573",329,263,307,31801146601,Palm Island,31801,Charters Towers - Ayr - Ingham,Townsville,Rest of Qld
WA,51890,Collie,Respiratory system,0.64,0.69,0.69,0.7,"9,150","5,856","6,314","6,314","6,405",457,0,92,50102100901,Collie,50102,Bunbury,Bunbury,Rest of WA
SA,48340,Wattle Range,Genito urinary system and sex hormones,0.48,0.46,0.46,0.45,"12,181","5,847","5,603","5,603","5,481",244,0,122,40702115201,Millicent,40702,Limestone Coast,South Australia - South East,Rest of SA
TAS,61510,Derwent Valley,Blood and blood forming organs,0.52,0.53,0.51,0.55,"11,236","5,843","5,955","5,730","6,180",112,225,449,60103101303,Austins Ferry - Granton,60103,Hobart - North West,Hobart,Greater Hobart
WA,56300,Nannup,Nervous system,3.67,3.54,3.6,3.95,"1,592","5,843","5,636","5,731","6,288",207,96,557,50103102008,Pemberton,50103,Manjimup,Bunbury,Rest of WA
SA,41330,Coober Pedy,Cardiovascular system,3.71,3.86,4.08,4.05,"1,574","5,840","6,076","6,422","6,375",236,346,47,40602113901,Coober Pedy,40602,Outback - North and East,South Australia - Outback,Rest of SA
NSW,13310,Goulburn Mulwaree,Dermatologicals,0.18,0.18,0.17,0.13,"32,428","5,837","5,837","5,513","4,216",0,324,"1,297",10102100701,Braidwood,10102,Queanbeyan,Capital Region,Rest of NSW
NSW,10600,Bellingen,Sensory organs,0.44,0.47,0.48,0.47,"13,262","5,835","6,233","6,366","6,233",398,133,133,10402108301,Bellingen,10402,Coffs Harbour,Coffs Harbour - Grafton,Rest of NSW
NSW,16100,Oberon,Antiinfectives for systemic use,1.04,1.04,0.92,0.92,"5,597","5,821","5,821","5,149","5,149",0,672,0,10301106101,Oberon,10301,Bathurst,Central West,Rest of NSW
SA,46670,Renmark Paringa,Musculo-skeletal system,0.58,0.55,0.54,0.5,"10,035","5,820","5,519","5,419","5,018",301,100,401,40703116701,Renmark,40703,Murray and Mallee,South Australia - South East,Rest of SA
SA,46450,Port Pirie,Antineoplastic and immunomodulating agents,0.33,0.26,0.25,0.24,"17,621","5,815","4,581","4,405","4,229","1,233",176,176,40503112201,Port Pirie,40503,Mid North,Barossa - Yorke - Mid North,Rest of SA
VIC,22410,Glenelg,Antineoplastic and immunomodulating agents,0.29,0.26,0.25,0.24,"20,041","5,812","5,211","5,010","4,810",601,200,200,21701142001,Glenelg (Vic.),21701,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
WA,52520,Dalwallinu,Cardiovascular system,4.06,3.94,4.11,4.19,"1,428","5,798","5,626","5,869","5,983",171,243,114,50902124102,Moora,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
VIC,27630,Yarriambiack,Musculo-skeletal system,0.9,0.87,0.86,0.85,"6,435","5,792","5,598","5,534","5,470",193,64,64,21501139401,Yarriambiack,21501,Grampians,North West,Rest of Vic.
SA,41560,Copper Coast,Antineoplastic and immunomodulating agents,0.37,0.36,0.38,0.34,"15,648","5,790","5,633","5,946","5,320",156,313,626,40504112401,Kadina,40504,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
SA,41560,Copper Coast,"Systemic hormonal preparations, excl. sex hormones and insulins",0.37,0.42,0.39,0.37,"15,648","5,790","6,572","6,103","5,790",782,469,313,40504112401,Kadina,40504,Yorke Peninsula,Barossa - Yorke - Mid North,Rest of SA
NSW,13550,Gunnedah,Sensory organs,0.44,0.44,0.46,0.45,"13,144","5,783","5,783","6,046","5,915",0,263,131,11004119901,Gunnedah,11004,Tamworth - Gunnedah,New England and North West,Rest of NSW
NSW,17400,Tenterfield,Blood and blood forming organs,0.84,0.81,0.82,0.76,"6,879","5,778","5,572","5,641","5,228",206,69,413,11002119401,Tenterfield,11002,Inverell - Tenterfield,New England and North West,Rest of NSW
QLD,36510,Scenic Rim,Dermatologicals,0.13,0.12,0.12,0.13,"44,333","5,763","5,320","5,320","5,763",443,0,443,30904124201,Tamborine - Canungra,30904,Gold Coast Hinterland,Gold Coast,Rest of Qld
QLD,36710,Noosa,Cardiovascular system,4.47,4.73,4.64,4.52,"57,329","256,261","271,166","266,007","259,127","14,906","5,160","6,879",31601141301,Buderim - North,31601,Buderim,Sunshine Coast,Rest of Qld
NSW,14850,Lismore,Dermatologicals,0.13,0.17,0.15,0.14,"44,276","5,756","7,527","6,641","6,199","1,771",886,443,11201124102,Evans Head,11201,Richmond Valley - Coastal,Richmond - Tweed,Rest of NSW
VIC,26430,Strathbogie,Sensory organs,0.5,0.52,0.52,0.52,"11,510","5,755","5,985","5,985","5,985",230,0,0,20401105501,Euroa,20401,Upper Goulburn Valley,Hume,Rest of Vic.
NSW,11700,Central Darling,Alimentary tract and metabolism,3.29,3.32,3.09,3.07,"1,749","5,754","5,807","5,404","5,369",52,402,35,10502109801,Far West,10502,Broken Hill and Far West,Far West and Orana,Rest of NSW
WA,50910,Brookton,Cardiovascular system,6.02,5.88,6,6.14,955,"5,749","5,615","5,730","5,864",134,115,134,50903124601,Brookton,50903,Wheat Belt - South,Western Australia - Wheat Belt,Rest of WA
VIC,23350,Indigo,"Systemic hormonal preparations, excl. sex hormones and insulins",0.33,0.33,0.31,0.31,"17,418","5,748","5,748","5,400","5,400",0,348,0,20402106501,Rutherglen,20402,Wangaratta - Benalla,Hume,Rest of Vic.
TAS,60210,Break O'Day,Respiratory system,0.82,0.87,0.9,0.94,"7,009","5,747","6,098","6,308","6,588",350,210,280,60203106401,St Helens - Scamander,60203,North East,Launceston and North East,Rest of Tas.
NSW,13340,Greater Hume,Musculo-skeletal system,0.51,0.5,0.54,0.57,"11,267","5,746","5,634","6,084","6,422",113,451,338,10901117501,Albury Surrounds,10901,Albury,Murray,Rest of NSW
WA,51750,Claremont,Blood and blood forming organs,0.49,0.49,0.48,0.46,"11,718","5,742","5,742","5,625","5,390",0,117,234,50301103102,Claremont (WA),50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
WA,51750,Claremont,Genito urinary system and sex hormones,0.49,0.47,0.47,0.47,"11,718","5,742","5,507","5,507","5,507",234,0,0,50301103102,Claremont (WA),50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
WA,51750,Claremont,Sensory organs,0.49,0.5,0.47,0.43,"11,718","5,742","5,859","5,507","5,039",117,352,469,50301103102,Claremont (WA),50301,Cottesloe - Claremont,Perth - Inner,Greater Perth
NSW,16200,Parkes,Sensory organs,0.4,0.42,0.42,0.41,"14,347","5,739","6,026","6,026","5,882",287,0,143,10302106208,Condobolin,10302,Lachlan Valley,Central West,Rest of NSW
VIC,26260,Southern Grampians,"Systemic hormonal preparations, excl. sex hormones and insulins",0.35,0.36,0.35,0.34,"16,393","5,738","5,901","5,738","5,574",164,164,164,21701142101,Hamilton (Vic.),21701,Glenelg - Southern Grampians,Warrnambool and South West,Rest of Vic.
NSW,18710,Yass Valley,Sensory organs,0.33,0.33,0.29,0.3,"17,379","5,735","5,735","5,040","5,214",0,695,174,10106154101,Yass,10106,Young - Yass,Capital Region,Rest of NSW
QLD,36710,Noosa,Nervous system,3.21,3.19,3.26,3.32,"57,329","184,026","182,880","186,893","190,332","1,147","4,013","3,440",31601141301,Buderim - North,31601,Buderim,Sunshine Coast,Rest of Qld
WA,51680,Chittering,Antiinfectives for systemic use,0.91,0.95,0.84,0.89,"6,296","5,729","5,981","5,289","5,603",252,693,315,50902123601,Chittering,50902,Wheat Belt - North,Western Australia - Wheat Belt,Rest of WA
WA,50280,Augusta Margaret Riv,Respiratory system,0.32,0.33,0.34,0.35,"17,901","5,728","5,907","6,086","6,265",179,179,179,50101100101,Augusta,50101,Augusta - Margaret River - Busselton,Bunbury,Rest of WA
